TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES","VARIATION 3 TYPE","VARIATION 3 NAME","VARIATION 3 VALUES",SKU
"3D Cow, Silicone Focal Beads, Animal Focal Bead, Farm Animal Bead, DIY Craft Bead, Beads for Pens, Lanyard Beads, Beads for Keychain, Loose","3D Cow, Silicone Focal Beads, Animal Focal Bead, Farm Animal Bead, DIY Craft Bead, Beads for Pens, Lanyard Beads, Beads for Keychain, Loose

Material: Silicone
Quantity: 1 or 5 beads
Style: 3D

🧼 Easily cleaned with soap and water.

Pictures are for reference only. 

Notes:

🎨 Colors may vary slightly due to computer monitor screen settings, photography lighting, and batches. 

💥WARNING💥 Choking Hazard. Not intended for Children. Parental supervision is required.",1.5,USD,15,"bead_Mix_lot_pack,beads_in_bulk,new_round_beads,mixed_bead_supply,wristlet_beads,keychain_beads_bulk,3D_beads_in_bulk,beads_for_pens,loose_beads,cow_beads,farm_animal_beads,silicone_focal_bead,DIY_craft_beads",Silicone,https://i.etsystatic.com/20737808/r/il/632c3b/6640206352/il_fullxfull.6640206352_k4bz.jpg,https://i.etsystatic.com/20737808/r/il/e92809/6591727897/il_fullxfull.6591727897_9bvi.jpg,https://i.etsystatic.com/20737808/r/il/acce9a/6640206424/il_fullxfull.6640206424_bo0l.jpg,https://i.etsystatic.com/20737808/r/il/5ecfe2/6640206592/il_fullxfull.6640206592_cyyf.jpg,https://i.etsystatic.com/20737808/r/il/d9a17b/6640206494/il_fullxfull.6640206494_8rue.jpg,https://i.etsystatic.com/20737808/r/il/659a3f/6362443202/il_fullxfull.6362443202_q05u.jpg,https://i.etsystatic.com/20737808/r/il/ee25a3/6410524509/il_fullxfull.6410524509_g8f5.jpg,https://i.etsystatic.com/20737808/r/il/a2ef7a/6362456838/il_fullxfull.6362456838_2khv.jpg,https://i.etsystatic.com/20737808/r/il/616678/6362456812/il_fullxfull.6362456812_ja5q.jpg,https://i.etsystatic.com/20737808/r/il/6149b9/6410537547/il_fullxfull.6410537547_3umy.jpg,"Custom Property","How Many?","1 Bead,5 Beads",,,,,,,"FOC-ANI-3D-COW-1PK,FOC-ANI-3D-COW-5PK"
"Cross Beads, Silicone Focal Beads, Religious Beads, Daisy Beads, Pastel Beads, Beads for Pens, Easter Gift, Loose Beads, Craft Beads","Cross Beads, Silicone Focal Beads, Religious Beads, Daisy Beads, Pastel Beads, Beads for Pens, Lanyard Beads, Loose Beads, Craft Beads

Double Sided

Material: Silicone
Quantity: 1 or 5 Beads
Style: Choose from the drop down menu. 

🧼 Easily cleaned with soap and water.

Pictures are for reference only.

Notes:

🎨 Colors may vary slightly due to computer monitor screen settings, photography lighting, and batches. 

💥WARNING💥 Choking Hazard. Not intended for Children. Parental supervision is required.",1.5,USD,40,"Silicone_Focal_Beads,wholesale_beads,Easter_beads,diy_crafts_bead_lot,DIY_crafting_beads,Beads_in_bulk,beads_for_pens,keychain_beads,wristlet_beads,craft_beads,cross_beads,religious_beads,Christian_Jesus_bead",Silicone,https://i.etsystatic.com/20737808/r/il/2c4670/6790021283/il_fullxfull.6790021283_8mb0.jpg,https://i.etsystatic.com/20737808/r/il/4f1a54/6682925945/il_fullxfull.6682925945_ifgs.jpg,https://i.etsystatic.com/20737808/r/il/5236d0/6790021337/il_fullxfull.6790021337_q8vy.jpg,https://i.etsystatic.com/20737808/r/il/b2654c/6682962103/il_fullxfull.6682962103_schu.jpg,https://i.etsystatic.com/20737808/r/il/58e5d6/6634899242/il_fullxfull.6634899242_nep9.jpg,https://i.etsystatic.com/20737808/r/il/7dc94a/6682960945/il_fullxfull.6682960945_rs1o.jpg,https://i.etsystatic.com/20737808/r/il/f507d3/6634899160/il_fullxfull.6634899160_5vkf.jpg,https://i.etsystatic.com/20737808/r/il/91594b/6607217395/il_fullxfull.6607217395_8l70.jpg,https://i.etsystatic.com/20737808/r/il/afa3db/6559097006/il_fullxfull.6559097006_2isg.jpg,https://i.etsystatic.com/20737808/r/il/cdad02/6559096956/il_fullxfull.6559096956_16px.jpg,"Custom Property","How Many Beads?","1 Bead,5 Beads","Custom Property","Cross Color","Hot Pink,Purple,Pink,Teal",,,,"FOC-MSC-PNKFLWRCRSS-1PK,FOC-MSC-TEALFLWRCRSS-1PK,FOC-MSC-PNKFLWRCRSS-5PK,FOC-MSC-TEALFLWRCRSS-5PK,FOC-MSC-HTPNKFLWRCRSS-1PK,FOC-MSC-HTPNKFLWRCRSS-5PK,FOC-MSC-PURFLWRCRSS-5PK,FOC-MSC-PURFLWRCRSS-1PK"
"3D Cardinal Bead, Red Bird Focal Beads, Silicone Beads, Animal Focal Bead, Beads for Pens, Lanyard Bead, Beads for Keychain, DIY Loose Beads","3D Cardinal Bead, Red Bird Focal Beads, Silicone Beads, Animal Focal Bead, Beads for Pens, Lanyard Bead, Beads for Keychain, DIY Loose Beads

Material: Silicone
Quantity: 1 or 5 pack

🧼 Easily cleaned with soap and water.

Pictures are for reference only. 

Notes:

🎨 Colors may vary slightly due to computer monitor screen settings, photography lighting, and batches. 

💥WARNING💥 Choking Hazard. Not intended for Children. Parental supervision is required.",1.5,USD,5,"diy_crafts_bead_kit,bead_Mix_lot_pack,beads_in_bulk,focal_silicone_beads,new_round_beads,mixed_bead_supply,wristlet_beads,keychain_beads_bulk,3D_beads_in_bulk,cute_animal_beads,cardinal_beads,beads_for_pens,DIY_loose_beads",Silicone,https://i.etsystatic.com/20737808/r/il/19a8ad/6642461587/il_fullxfull.6642461587_n10k.jpg,https://i.etsystatic.com/20737808/r/il/8c1a92/6680691248/il_fullxfull.6680691248_bhym.jpg,https://i.etsystatic.com/20737808/r/il/b5953d/6594345118/il_fullxfull.6594345118_7nvg.jpg,https://i.etsystatic.com/20737808/r/il/0cf4cc/6594345246/il_fullxfull.6594345246_gus1.jpg,https://i.etsystatic.com/20737808/r/il/9e3ca2/6594345324/il_fullxfull.6594345324_i5t5.jpg,https://i.etsystatic.com/20737808/r/il/addf7a/6615921039/il_fullxfull.6615921039_a7uz.jpg,https://i.etsystatic.com/20737808/r/il/c5d5fa/6567805534/il_fullxfull.6567805534_i1ig.jpg,https://i.etsystatic.com/20737808/r/il/bcf2b9/6567805612/il_fullxfull.6567805612_cxux.jpg,https://i.etsystatic.com/20737808/r/il/7a00e9/6567805570/il_fullxfull.6567805570_tvyl.jpg,https://i.etsystatic.com/20737808/r/il/1e94cd/6594349536/il_fullxfull.6594349536_f5sr.jpg,"Custom Property","How Many?","1 Bead,5 Beads",,,,,,,"FOC-ANI-3D-CRDNL-1PK,FOC-ANI-3D-CRDNL-5PK"
"3D Plant Focal Silicone Beads, Book Focal Beads, Succulent Beads, DIY Crafting Beads, Beads for Pens, Lanyard Beads, Beads for Keychains","3D Plant Focal Silicone Beads, Book Focal Beads, Succulent Beads, DIY Crafting Beads, Beads for Pens, Lanyard Beads, Beads for Keychains

Material: Silicone
Quantity: 1 or 5 beads
Style: 3D

🧼 Easily cleaned with soap and water.

Pictures are for reference only. 

Notes:

🎨 Colors may vary slightly due to computer monitor screen settings, photography lighting, and batches. 

💥WARNING💥 Choking Hazard. Not intended for Children. Parental supervision is required.",1.5,USD,9,"diy_crafts_bead_kit,bead_Mix_lot_pack,beads_in_bulk,focal_silicone_beads,new_round_beads,mixed_bead_supply,wristlet_beads,keychain_beads_bulk,3D_beads_in_bulk,succulent_beads,plant_book_beads,beads_for_pens,loose_beads",Silicone,https://i.etsystatic.com/20737808/r/il/0968f6/6543609488/il_fullxfull.6543609488_o5tz.jpg,https://i.etsystatic.com/20737808/r/il/e92809/6591727897/il_fullxfull.6591727897_9bvi.jpg,https://i.etsystatic.com/20737808/r/il/66722b/6543611366/il_fullxfull.6543611366_4yep.jpg,https://i.etsystatic.com/20737808/r/il/63a3c8/6591728985/il_fullxfull.6591728985_3kfi.jpg,https://i.etsystatic.com/20737808/r/il/aa11fd/6543611570/il_fullxfull.6543611570_9w73.jpg,https://i.etsystatic.com/20737808/r/il/659a3f/6362443202/il_fullxfull.6362443202_q05u.jpg,https://i.etsystatic.com/20737808/r/il/ee25a3/6410524509/il_fullxfull.6410524509_g8f5.jpg,https://i.etsystatic.com/20737808/r/il/a2ef7a/6362456838/il_fullxfull.6362456838_2khv.jpg,https://i.etsystatic.com/20737808/r/il/616678/6362456812/il_fullxfull.6362456812_ja5q.jpg,https://i.etsystatic.com/20737808/r/il/6149b9/6410537547/il_fullxfull.6410537547_3umy.jpg,"Custom Property","How Many?","1 Bead,5 Beads",,,,,,,"FOC-SPR-3D-BKPLNT-5PK,FOC-SPR-3D-BKPLNT-1PK"
"Beadable Bars, Keychain Blank, Lobster Clasp Blanks, Key Ring Blank, Bead Chain Blanks, Bead Blanks, Small Bulk Keychains, Bullet Keychains","Beadable Bars, Keychain Blank, Lobster Clasp Blanks, Key Ring Blank, Key Hook Blanks, Bead Blanks, Small Bulk Keychains

Includes 1 keychain

These bullet keychains have matching hardware.

Colors: Silver, Gold, Rose Gold, or Charcoal Grey

To add beads: twist to remove the top or bottom, add your beads, and twist the top or bottom back on. Beads sold separately.",1.5,USD,101,"beadable_blanks,keychain_bar_blank,blanks_in_bulk,beaded_bar_blank,beads_for_keychains,colorful_bead_blanks,beadable_bars,mountaineer_hooks,fastener_blanks,snap_hook_ring,bead_accessory,DIY_crafting_supply,Lobster_clasp",Plastic,https://i.etsystatic.com/20737808/r/il/668c47/6957168663/il_fullxfull.6957168663_67gh.jpg,https://i.etsystatic.com/20737808/r/il/768937/6459867919/il_fullxfull.6459867919_sua0.jpg,https://i.etsystatic.com/20737808/r/il/5e70c1/6957168633/il_fullxfull.6957168633_kju9.jpg,https://i.etsystatic.com/20737808/r/il/490ba5/6957168597/il_fullxfull.6957168597_hhde.jpg,https://i.etsystatic.com/20737808/r/il/4eedbf/6532773217/il_fullxfull.6532773217_868p.jpg,https://i.etsystatic.com/20737808/r/il/f297a8/6459724537/il_fullxfull.6459724537_qsjt.jpg,https://i.etsystatic.com/20737808/r/il/6bc53a/6411631952/il_fullxfull.6411631952_5g1a.jpg,https://i.etsystatic.com/20737808/r/il/1d6b0e/6411631964/il_fullxfull.6411631964_dwdk.jpg,https://i.etsystatic.com/20737808/r/il/fecde8/6411631946/il_fullxfull.6411631946_sqbw.jpg,https://i.etsystatic.com/20737808/r/il/3eda51/6957168643/il_fullxfull.6957168643_gcx5.jpg,"Custom Property","Keychain Color","Black (1pc),Charcoal Grey (1pc),Rose Gold (1pc),Gold (1pc),Silver (1pc)",,,,,,,"BLK-KEY-MAT-CHGY-1PK,BLK-KEY-MAT-RGLD-1PK,BLK-KEY-MAT-GLD-1PK,BLK-KEY-MAT-SLV-1PK,BLK-KEY-MAT-BLK-1PK"
"3D Bear Bead, Brown Focal Beads, Silicone Beads, Animal Focal Bead, Lanyard Bead, Beads for Keychain, Loose Beads, DIY Craft Beads for Pens","3D Bear Bead, Brown Focal Beads, Silicone Beads, Animal Focal Bead, Lanyard Bead, Beads for Keychain, Loose Beads, DIY Craft Beads for Pens

Material: Silicone
Quantity: 1 or 5 Beads

🧼 Easily cleaned with soap and water.

Pictures are for reference only. 

Notes:

🎨 Colors may vary slightly due to computer monitor screen settings, photography lighting, and batches. 

💥WARNING💥 Choking Hazard. Not intended for Children. Parental supervision is required.",1.5,USD,27,"beads_in_bulk,3D_beads_in_bulk,cute_animal_beads,beads_for_pens,DIY_loose_beads,silicone_focal_beads,3D_loose_beads,lanyard_beads,keychain_beads,diy_craft_beads,bear_beads,Brown_beads,Pink_Bow_beads",Silicone,https://i.etsystatic.com/20737808/r/il/194723/6690658158/il_fullxfull.6690658158_mx6x.jpg,https://i.etsystatic.com/20737808/r/il/10a44c/6690660752/il_fullxfull.6690660752_ey1i.jpg,https://i.etsystatic.com/20737808/r/il/7a2140/6690658260/il_fullxfull.6690658260_mwbh.jpg,https://i.etsystatic.com/20737808/r/il/cee25c/6738695507/il_fullxfull.6738695507_dg2a.jpg,https://i.etsystatic.com/20737808/r/il/1fbf43/6690658460/il_fullxfull.6690658460_pczi.jpg,https://i.etsystatic.com/20737808/r/il/39c515/6690658558/il_fullxfull.6690658558_9s58.jpg,https://i.etsystatic.com/20737808/r/il/d932c5/6690658666/il_fullxfull.6690658666_ch0e.jpg,https://i.etsystatic.com/20737808/r/il/c2d288/6738697999/il_fullxfull.6738697999_j4ja.jpg,https://i.etsystatic.com/20737808/r/il/31ea5d/6738698011/il_fullxfull.6738698011_ns98.jpg,https://i.etsystatic.com/20737808/r/il/50362d/6738698053/il_fullxfull.6738698053_bk9i.jpg,"Custom Property","How Many?","1 Bead,5 Beads","Custom Property","Bear Color","Beige,Brown",,,,"FOC-ANI-3D-BEIGBR-1PK,FOC-ANI-3D-BRNBR-1PK,FOC-ANI-3D-BEIGBR-5PK,FOC-ANI-3D-BRNBR-5PK"
"20mm Bubblegum Beads, Pink and Red Beads, Sprinkle Beads, Chunky Beads, Acrylic Beads, Valentine Beads, Beads for Pens, DIY Loose Beads","20mm Bubblegum Beads, Pink and Red Beads, Sprinkle Beads, Chunky Beads, Acrylic Beads, Valentine Beads, Beads for Pens, DIY Loose Beads

Theme: Red and Pink Sprinkles
Quantity: 5pc, 10pc, or 20pc
Fits perfectly on our: Pens and Keychains.

Disclaimers: 

Colors may vary slightly due to photography lighting, computer monitor settings, and batch-to-batch. Slight pulling of the design may be present on one or more sides of the beads. Slight reaming may be needed to fit the wine stoppers.

Choking hazard. Keep away from children, adult supervision is required.",1.9,USD,6,"20mm_bulk_beads,chunky_necklace_bead,bubblegum_beads,mixed_bead_bundle,large_quantity_beads,beads_for_bracelets,acrylic_resin_beads,gumball_beads_bulk,lanyard_beads,sprinkle_beads,Beads_for_pens,Valentines_Day_beads,pink_and_red_beads","Plastic & resin",https://i.etsystatic.com/20737808/r/il/fc60b7/6600561268/il_fullxfull.6600561268_qwv5.jpg,https://i.etsystatic.com/20737808/r/il/211e3a/6648672289/il_fullxfull.6648672289_3cm6.jpg,https://i.etsystatic.com/20737808/r/il/53d93f/6648672115/il_fullxfull.6648672115_banu.jpg,https://i.etsystatic.com/20737808/r/il/134d77/6600561484/il_fullxfull.6600561484_k0op.jpg,https://i.etsystatic.com/20737808/r/il/99011d/6600561720/il_fullxfull.6600561720_5j1u.jpg,https://i.etsystatic.com/20737808/r/il/a73320/6648672565/il_fullxfull.6648672565_shja.jpg,https://i.etsystatic.com/20737808/r/il/827df4/6431353457/il_fullxfull.6431353457_jw7l.jpg,https://i.etsystatic.com/20737808/r/il/c7c5bd/6357660322/il_fullxfull.6357660322_9ao2.jpg,https://i.etsystatic.com/20737808/r/il/361e04/6405745423/il_fullxfull.6405745423_laag.jpg,https://i.etsystatic.com/20737808/r/il/85fbe6/6649777711/il_fullxfull.6649777711_s6bv.jpg,"Custom Property",Quantity,"5 Beads,10 Beads,20 Beads",,,,,,,"ACR-PNKSPRNKL-20MM-10PK,ACR-PNKSPRNKL-20MM-5PK,ACR-PNKSPRNKL-20MM-20PK"
"20mm Bubblegum Bead, Green Beads, Silver Foil Beads, Chunky Beads, Acrylic Beads, Beads for Pen, DIY Crafting Bead, Lanyard Bead, Loose Bead","20mm Bubblegum Bead, Green Beads, Silver Foil Beads, Chunky Beads, Acrylic Beads, Beads for Pen, DIY Crafting Bead, Lanyard Bead, Loose Bead

Theme: Green & Silver Foil
Quantity: 5pc, 10pc, or 20pc
Fits perfectly on our: Pens and Keychains

Disclaimers: 

Colors may vary slightly due to photography lighting, computer monitor settings, and batch-to-batch. Slight pulling of the design may be present on one or more sides of the beads. Slight reaming may be needed to fit.

Choking hazard. Keep away from children, adult supervision is required.",1.9,USD,5,"20mm_bulk_beads,chunky_necklace_bead,bubblegum_beads,mixed_bead_bundle,beads_for_bracelets,acrylic_resin_beads,crafting_beads_diy,gumball_beads_bulk,lanyard_beads,loose_Beads,Beads_for_pens,green_beads,silver_foil_beads","Plastic & resin",https://i.etsystatic.com/20737808/r/il/87487d/6603401018/il_fullxfull.6603401018_2lrr.jpg,https://i.etsystatic.com/20737808/r/il/92be45/6603401548/il_fullxfull.6603401548_krkf.jpg,https://i.etsystatic.com/20737808/r/il/cee341/6603401178/il_fullxfull.6603401178_nq9p.jpg,https://i.etsystatic.com/20737808/r/il/587fea/6651502197/il_fullxfull.6651502197_hkmf.jpg,https://i.etsystatic.com/20737808/r/il/53ef6a/6651502607/il_fullxfull.6651502607_qzjp.jpg,https://i.etsystatic.com/20737808/r/il/f02301/6603402094/il_fullxfull.6603402094_bbdf.jpg,https://i.etsystatic.com/20737808/r/il/c172f2/6651503953/il_fullxfull.6651503953_s62a.jpg,https://i.etsystatic.com/20737808/r/il/c7c5bd/6357660322/il_fullxfull.6357660322_9ao2.jpg,https://i.etsystatic.com/20737808/r/il/827df4/6431353457/il_fullxfull.6431353457_jw7l.jpg,https://i.etsystatic.com/20737808/r/il/361e04/6405745423/il_fullxfull.6405745423_laag.jpg,"Custom Property",Quantity,"5 Beads,10 Beads,20 Beads",,,,,,,"ACR-GRNFOIL-20MM-5PK,ACR-GRNFOIL-20MM-10PK,ACR-GRNFOIL-20MM-20PK"
"Coral Acrylic Beads 16mm, Clearance Beads, Bulk Beads 20pc, Loose Beads for Pens, Keychains, Bubblegum Beads, Craft Beads","Clearance 16mm Coral acrylic beads sold in a 20-piece pack.

These beads are a great option for beadable pens, keychains, badge reels, and other DIY craft projects. This shade is being offered as a clearance color due to being very similar to another coral already carried in shop.

Details:
• Quantity: 20 beads
• Size: 16mm
• Material: Acrylic
• Color: Coral (Different shade than our standard coral beads)
• Hole: Vertical hole
• Fits most standard beadable rods

Please note:
• This listing is for this specific coral shade only
• Clearance shades may be limited quantity and may not be restocked
• Colors may vary slightly depending on screen settings
• Beads may have minor manufacturing marks or slight variations typical of acrylic beads

These acrylic beads are lightweight, easy to work with, and perfect for creating custom pens, keychains, badge reels, and more.

⚠️ WARNING:
Small parts may pose a choking hazard. Not intended for small children.",2.5,USD,2,"16mm_beads,acrylic_beads,clearance_beads,bulk_craft_beads,beads_for_pens,pen_making_beads,keychain_beads,badge_reel_beads,bubblegum_beads,loose_acrylic,diy_craft_beads,Coral_acrylic,peach_beads",Acrylic,https://i.etsystatic.com/20737808/r/il/635f9e/7943280897/il_fullxfull.7943280897_1or8.jpg,https://i.etsystatic.com/20737808/r/il/a8a8dc/7943293555/il_fullxfull.7943293555_82ur.jpg,https://i.etsystatic.com/20737808/r/il/6bd3a2/7943293593/il_fullxfull.7943293593_9ene.jpg,https://i.etsystatic.com/20737808/r/il/3215c0/7943293879/il_fullxfull.7943293879_516z.jpg,https://i.etsystatic.com/20737808/r/il/c7c5bd/6357660322/il_fullxfull.6357660322_9ao2.jpg,https://i.etsystatic.com/20737808/r/il/827df4/6431353457/il_fullxfull.6431353457_jw7l.jpg,https://i.etsystatic.com/20737808/r/il/361e04/6405745423/il_fullxfull.6405745423_laag.jpg,https://i.etsystatic.com/20737808/r/il/d6abee/6909399355/il_fullxfull.6909399355_gslq.jpg,https://i.etsystatic.com/20737808/r/il/683a5d/7943293681/il_fullxfull.7943293681_h4e7.jpg,https://i.etsystatic.com/20737808/r/il/2ff73f/7943293901/il_fullxfull.7943293901_b4h4.jpg,,,,,,,,,,CLEARANCE-16MM-UVCORAL-20PK
"20mm Acrylic Beads, Bubblegum Beads, Mixed Beads, Glitter Beads, Chunky Beads, Sparkle Beads, DIY Craft Beads for Pens, Beading Supply, 10pc","20mm Acrylic Beads, Bubblegum Beads, Mixed Beads, Glitter Beads, Chunky Beads, Sparkle Beads, DIY Craft Beads for Pens, Beading Supply, 10pc

Theme: Glitter
Quantity: 10pc
Fits perfectly on our pens. Does NOT fit larger rods such as wine stoppers, bead wires, etc. Please send a message if you would like these beads tested on a specific blank. 

Color: Mix (1 pc each color) OR Color Choice (10pc same color)

Disclaimers: 

Colors may vary slightly due to photography lighting, computer monitor settings, and batch-to-batch. Some shades may be lighter or darker based on batches for stock on hand.

Slight pulling of the design may be present on one or more sides of the beads. Beads may have more glitter than others. 

Choking hazard. Keep away from children, adult supervision is required.",3.85,USD,109,"chunky_necklace_bead,bubblegum_beads,mixed_bead_bundle,beads_for_bracelets,acrylic_resin_beads,gumball_beads_bulk,loose_Beads,Beads_for_pens,20mm_acrylic_beads,diy_craft_beads,glittery_beads,Shimmer_beads,beading_supply","Plastic & resin",https://i.etsystatic.com/20737808/r/il/3a8668/6982336872/il_fullxfull.6982336872_bixx.jpg,https://i.etsystatic.com/20737808/r/il/87c1f5/7030315825/il_fullxfull.7030315825_6oqh.jpg,https://i.etsystatic.com/20737808/r/il/66ea2f/7030315935/il_fullxfull.7030315935_cy9o.jpg,https://i.etsystatic.com/20737808/r/il/7d89a4/6982336786/il_fullxfull.6982336786_4f0n.jpg,https://i.etsystatic.com/20737808/r/il/516beb/6982336802/il_fullxfull.6982336802_mb6m.jpg,https://i.etsystatic.com/20737808/r/il/ea90f4/7030315933/il_fullxfull.7030315933_f9tm.jpg,https://i.etsystatic.com/20737808/r/il/0de09f/6982336850/il_fullxfull.6982336850_3gvh.jpg,https://i.etsystatic.com/20737808/r/il/70acae/6982336874/il_fullxfull.6982336874_jcep.jpg,https://i.etsystatic.com/20737808/r/il/3bed7d/7030315471/il_fullxfull.7030315471_ppan.jpg,https://i.etsystatic.com/20737808/r/il/c1ba76/6982336422/il_fullxfull.6982336422_7hge.jpg,"Custom Property","Bead Color","Mix (1pc each color),Red (10pc),Yellow (10pc),Green (10pc),Light Blue (10pc),Dark Blue (10pc),Light Purple (10pc),Purple (10pc),Light Pink (10pc),Pink (10pc),White (10pc),Black (10pc),Silver (10pc),Grey (10pc),Gold (10pc),Ivory (10pc)",,,,,,,"ACR-20MM-GLTTR-MIX-14PK,ACR-20MM-GLTTR-GRY-10PK,ACR-20MM-GLTTR-RED-10PK,ACR-20MM-GLTTR-GRN-10PK,ACR-20MM-GLTTR-DKBLU-10PK,ACR-20MM-GLTTR-PUR-10PK,ACR-20MM-GLTTR-LTPNK-10PK,ACR-20MM-GLTTR-DKPNK-10PK,ACR-20MM-GLTTR-LTPUR-10PK,ACR-20MM-GLTTR-BLK-10PK,ACR-20MM-GLTTR-GLD-10PK,ACR-20MM-GLTTR-WHT-10PK,ACR-20MM-GLTTR-LTBLU-10PK,ACR-20MM-GLTTR-SLV-10PK,ACR-20MM-GLTTR-YEL-10PK,ACR-20MM-GLTTR-IVRY-10PK"
"16mm Beads, UV Pastel Bead, AB Bubblegum Beads, Yellow Beads, Chunky Beads, DIY Craft Beads for Pens, Acrylic Beads, Ombre Beads, Shiny Bead","16mm Beads, UV Pastel Bead, AB Bubblegum Beads, Yellow Beads, Chunky Beads, DIY Craft Beads for Pens, Acrylic Beads, Ombre Beads, Shiny Bead

Quantity: 5pc, 10pc, or 25pc

Fits perfectly on our: Pens and Keychains. Does NOT fit larger rods such as wine stoppers and bead wires. 

Disclaimers: 

Colors may vary slightly due to photography lighting, computer monitor settings, and batch-to-batch. 

Choking hazard. Keep away from children, adult supervision is required.",1.75,USD,34,"chunky_necklace_bead,beads_for_bracelets,acrylic_resin_beads,gumball_beads_bulk,loose_Beads,Beads_for_pens,galaxy_beads,UV_beads,shiny_beads,AB_bubblegum_beads,16mm_beads_bulk,DIY_beads_for_crafts,pastel_Beads","Plastic & resin",https://i.etsystatic.com/20737808/r/il/4931ce/6967834192/il_fullxfull.6967834192_bz3b.jpg,https://i.etsystatic.com/20737808/r/il/836ce0/6969130596/il_fullxfull.6969130596_ccth.jpg,https://i.etsystatic.com/20737808/r/il/77fd25/7017105141/il_fullxfull.7017105141_7kg9.jpg,https://i.etsystatic.com/20737808/r/il/6fba5d/6969897667/il_fullxfull.6969897667_gpy5.jpg,https://i.etsystatic.com/20737808/r/il/b5b8fb/6968290037/il_fullxfull.6968290037_m6kq.jpg,https://i.etsystatic.com/20737808/r/il/d8be12/6968331993/il_fullxfull.6968331993_btmq.jpg,https://i.etsystatic.com/20737808/r/il/297eab/6968293315/il_fullxfull.6968293315_lxhe.jpg,https://i.etsystatic.com/20737808/r/il/6b1d99/6920321236/il_fullxfull.6920321236_lsq4.jpg,https://i.etsystatic.com/20737808/r/il/8044d7/6968497079/il_fullxfull.6968497079_teiq.jpg,https://i.etsystatic.com/20737808/r/il/e3572c/6969130550/il_fullxfull.6969130550_oxev.jpg,"Custom Property","How Many Beads?","5pc,10pc,25pc",,,,,,,"ACR-16MM-PSTL-YEL-25PK,ACR-16MM-PSTL-YEL-5PK,ACR-16MM-PSTL-YEL-10PK"
"Silicone Round Beads, Solid Yellow Beads, 15mm Beads in Bulk, 14mm Abacus Spacer Beads, 12mm Spacer Beads, 12mm Lentils, Loose Beads, DIY","Solid Yellow Silicone Round Crafting Beads.

Use the drop-down menu to select your style of beads. This color comes in 14mm Abacus (5pc), 12mm Lentils (10pc), Round 12mm (10pc), and Round 15mm (10pc). This color perfectly matches our abacus, 12mm, and 15mm round beads.

Color: Yellow
Quantity: 5 or 10 pieces
Style: Abacus, Lentils, or Solid Round
Size: 14mm, 12mm, or 15mm 
Material: Silicone 
Perfect Match?: Yes!

100% food-grade silicone, non-toxic, tasteless and odorless - BPA, lead, phthalate and cadmium-free

✔️ Tested and suitable for our beaded pens, keychains, and wine stoppers.

🎨 Colors may vary slightly based on computer monitor settings.

🧼 Easily cleaned with dish soap & water.

Disclaimer: Due to the nature of how the beads are manufactured the designs may have a noticeable line where the design meets. This is not a flaw in the designs, that is how they are intended to be.

⚠️ WARNING ⚠️ Keep out of the reach of children. This product is not intended for children. Choking hazard.",1.5,USD,64,"beads_for_pens,crafting_beads,silicone_round_beads,15mm_12mm_14mm_beads,mixed_bead_supply,beads_in_bulk,new_round_beads,beaded_pen_beads,circle_matching_bead,abacus_round_bead,silicone_focal_beads,bright_yellow_beads,lemon_yellow_beads",Silicone,https://i.etsystatic.com/20737808/r/il/c2261f/6563326178/il_fullxfull.6563326178_sxfb.jpg,https://i.etsystatic.com/20737808/r/il/62e445/6281252017/il_fullxfull.6281252017_nci9.jpg,https://i.etsystatic.com/20737808/r/il/554cea/6289493960/il_fullxfull.6289493960_3m91.jpg,https://i.etsystatic.com/20737808/r/il/21c310/6233192882/il_fullxfull.6233192882_qeld.jpg,https://i.etsystatic.com/20737808/r/il/b972c6/6289493842/il_fullxfull.6289493842_h7gp.jpg,https://i.etsystatic.com/20737808/r/il/f80064/6337550439/il_fullxfull.6337550439_67wi.jpg,https://i.etsystatic.com/20737808/r/il/cd824d/6289493926/il_fullxfull.6289493926_eh1r.jpg,https://i.etsystatic.com/20737808/r/il/df3949/6563315614/il_fullxfull.6563315614_8b6b.jpg,https://i.etsystatic.com/20737808/r/il/f1e013/6281184871/il_fullxfull.6281184871_eyqu.jpg,https://i.etsystatic.com/20737808/r/il/e26796/6282050671/il_fullxfull.6282050671_trtw.jpg,"Custom Property","Style &amp; Size of Bead","Lentils, 12mm (10pc),Abacus, 14mm (5pc),Solid, 12mm (10pc),Solid, 15mm (10pc)",,,,,,,"SIL-ABA-YEL-5PK,SIL-15MM-YEL-10PK,SIL-12MM-YEL-10PK,SIL-LENT-YEL-10PK"
